Country,Year,CPR,FLFP,Female_tertiary_education,TFR,GDP_per_capita,Life_expectancy_65,Old_age_dependency,Pension_GDP,Social_security_GDP,Urban_rate,Pension_financing_gap,Country_Group
Spain,2004,60.3,44.756,26.976271,1.31,25825.3106522135,19.299999999999997,26.5,8.003,11.789,77.022,-3.786,Developed
Spain,2005,60.9,46.176,28.846592,1.33,26294.4473727979,19.2,26.4,7.993,11.761,77.263,-3.767999999999999,Developed
Spain,2006,61.5,47.598,29.3603,1.36,26899.0921510778,19.85,26.4,7.922,11.78,77.502,-3.858,Developed
Spain,2007,62.3,48.547,29.956184,1.38,27338.7954165547,19.799999999999997,26.4,7.973,11.816,77.74,-3.843000000000001,Developed
Spain,2008,63.1,49.934,30.188587,1.45,27112.5262998815,20.1,26.6,8.343,11.895,77.976,-3.5519999999999996,Developed
Spain,2009,63.5,51.014,31.115898,1.38,25860.8142643369,20.4,26.8,9.297,12.02,78.21,-2.722999999999999,Developed
Spain,2010,63.4,51.711,32.491753,1.37,25766.2515889226,20.75,27.1,9.796,11.861,78.442,-2.0650000000000013,Developed
Spain,2011,63.3,52.29,33.326809,1.34,25510.5579601069,20.9,27.5,10.274,11.834,78.673,-1.5600000000000005,Developed
Spain,2012,63,52.895,34.241261,1.32,24763.5682703688,20.75,27.9,10.924,11.687,78.902,-0.7629999999999999,Developed
Spain,2013,62.6,52.831,35.431107,1.27,24490.2279309777,21.299999999999997,28.5,11.514,11.451,79.133,0.06299999999999883,Developed
Spain,2014,62.3,52.628,36.547832,1.32,24937.0366118341,21.4,29,11.765,11.632,79.366,0.1330000000000009,Developed
Spain,2015,61.9,52.62,37.504776,1.33,25969.8383138327,21,30.6,11.512,11.394,79.602,0.11800000000000033,Developed
Spain,2016,61.6,52.485,38.397327,1.34,26704.3435828513,21.5,NA,11.469,11.404,79.84,0.0649999999999995,Developed
Spain,2017,61.5,52.281,38.934372,1.31,27413.3287630157,21.35,30.6,11.17,11.538,80.08,-0.3680000000000003,Developed
Spain,2018,61.4,51.872,39.846661,1.26,27947.3177652619,21.5,NA,11.36,11.736,80.321,-0.3760000000000012,Developed
Spain,2019,61.6,52.039,41.339748,1.23,28291.6306843873,21.85,31.7,11.613,12.246,80.565,-0.6330000000000009,Developed
Spain,2020,62,50.922,42.658867,1.19,25073.7209751005,20.4,32.8,13.274,13.79,80.81,-0.516,Developed
Spain,2021,62.5,52.392,44.032066,1.19,26721.1481805453,21.35,33,12.723,13.408,81.056,-0.6849999999999987,Developed
Sweden,1990,59.8,62.818,18.88,2.14,34902.9205848639,17.3,30.9,8.607,13.283,83.1,-4.676,Developed
Sweden,1991,59.8,62.146,25.576601,2.12,34268.5547150561,17.45,30.8,8.911,13.615,83.204,-4.704000000000001,Developed
Sweden,1992,59.8,60.79,26.258766,2.09,33673.4365945351,17.55,30.7,10.471,13.052,83.361,-2.5809999999999995,Developed
Sweden,1993,59.8,59.365,21.96,2,32786.8795033975,17.45,30.5,11.564,11.935,83.516,-0.3710000000000005,Developed
Sweden,1994,59.9,58.551,28.307768,1.89,33861.971357929,18.05,30.3,11.261,11.962,83.671,-0.7010000000000005,Developed
Sweden,1995,59.9,59.007,29.530975,1.74,35063.9008956006,17.95,30.2,10.643,12.458,83.824,-1.8149999999999995,Developed
Sweden,1996,59.9,59.075,NA,1.61,35604.9683604031,18,30,10.827,13.388,83.914,-2.561,Developed
Sweden,1997,59.8,58.598,28.875975,1.53,36675.2077147134,18.200000000000003,29.8,10.468,13.357,83.942,-2.8889999999999993,Developed
Sweden,1998,59.8,57.363,29.554188,1.51,38211.1186220399,18.299999999999997,29.7,10.203,13.119,83.97,-2.9160000000000004,Developed
Sweden,1999,59.7,58.378,30.452808,1.5,39785.3801572029,18.25,29.6,10.026,11.536,83.998,-1.5099999999999998,Developed
Sweden,2000,59.7,58.106,32.199219,1.55,41561.0967168749,18.45,29.5,9.478,12.747,84.026,-3.269,Developed
Sweden,2001,59.5,58.578,33.559277,1.57,42013.7004264801,18.549999999999997,29.4,9.467,13.208,84.071,-3.741,Developed
Sweden,2002,59.5,58.716,34.85194,1.65,42831.0188619575,18.5,29.3,9.59,13.038,84.133,-3.4480000000000004,Developed
Sweden,2003,59.4,58.793,35.901234,1.72,43474.579217835,18.75,29.2,10.158,12.693,84.196,-2.535,Developed
Sweden,2004,59.3,58.466,37.503696,1.75,45113.8308513761,19.1,29.3,10.026,12.441,84.258,-2.415000000000001,Developed
Sweden,2005,59.2,59.116,34.353493,1.77,46188.8411079246,19.049999999999997,29.4,9.915,12.418,84.319,-2.503,Developed
Sweden,2006,59,59.232,35.169765,1.85,48077.4408695625,19.299999999999997,29.6,9.634,11.697,84.43,-2.062999999999999,Developed
Sweden,2007,58.9,59.706,35.980637,1.88,49261.2399453051,19.35,29.8,9.463,11.701,84.588,-2.2380000000000013,Developed
Sweden,2008,58.8,59.836,36.906319,1.91,48427.7563778,19.45,30.2,9.894,10.924,84.746,-1.0299999999999994,Developed
Sweden,2009,58.8,59.378,38.117825,1.94,45973.5537675417,19.7,30.6,10.8,10.694,84.902,0.10599999999999989,Developed
Sweden,2010,58.7,58.99,38.915661,1.98,48204.6580784176,19.75,31.2,10.256,10.764,85.056,-0.5079999999999991,Developed
Sweden,2011,58.7,59.54,40.965481,1.9,49355.6899419737,19.9,31.8,10.061,9.71,85.297,0.3509999999999991,Developed
Sweden,2012,58.7,59.731,41.47477,1.91,48788.8671231037,19.8,32.5,10.8,10.035,85.62,0.7650000000000006,Developed
Sweden,2013,58.7,60.14,43.063572,1.89,48927.5973053354,20.05,33.3,11.152,9.854,85.936,1.298,Developed
Sweden,2014,58.7,60.293,45.048241,1.88,49556.7005007699,20.25,34.1,10.915,9.734,86.247,1.1809999999999992,Developed
Sweden,2015,58.6,60.582,46.754311,1.85,51197.9529341175,20.2,33.8,10.681,9.503,86.553,1.177999999999999,Developed
Sweden,2016,58.6,60.713,48.042187,1.85,51746.6969632478,20.3,NA,10.71,9.94,86.852,0.7700000000000012,Developed
Sweden,2017,58.6,61.06,48.62455,1.78,51985.932464245,20.35,35.8,10.725,9.581,87.146,1.144,Developed
Sweden,2018,58.5,61.283,50.303387,1.75,52363.3829181296,20.4,NA,10.606,9.596,87.431,1.0099999999999998,Developed
Sweden,2019,58.6,61.346,51.407867,1.7,53156.8613091273,20.85,36.7,10.418,9.166,87.708,1.251999999999999,Developed
Sweden,2020,58.5,60.624,52.181118,1.66,51715.78104096,20.15,35.9,10.915,9.038,87.977,1.876999999999999,Developed
Sweden,2021,58.6,60.928,54.227333,1.67,54458.3535600817,20.85,37.5,10.297,8.929,88.238,1.3680000000000003,Developed
